SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y ,Rb,Ba,Hf,Nb,Ta,Th,U ,Pb,Zr,Sc,V ,Ni,Cr,A,La/Y,Nb/Y,Ba/Sc,Nb/Yb,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V,Crustal_Thickness
55.11244658,1.496357016,15.64097503,9.884931868,0.121326245,6.329185757,6.652722409,3.872329305,0.717846947,0.171878846,14,27.3,3.8,18.1,4.6,1.65,4.2,0.63,3.28,0.64,1.44,0.21,1.2,0.16,532,18,14,311,2.37,10,0.65,1.6,0.34,1.41,86,17,143,125,246,4.590176252,0.777777778,0.555555556,18.29411765,8.333333333,29.55555556,7.925457103,22.75,4.777777778,3.043478261,2.733333333,3.833333333,18.69565217,0.026315789,15.08333333,0.067510549,1.516666667,1.005555556,1.333333333,3.5,2.174825175,0.689969605,0.088888889,7.352941176,14.47058824,0.874125874,1.72027972,27.94481
55.11024648,1.496297281,15.64035063,9.88852929,0.121321401,6.328933094,6.65245683,3.87217472,0.71781829,0.171871985,14,27.3,3.8,18.1,4.6,1.65,4.2,0.63,3.28,0.64,1.44,0.21,1.2,0.16,532,17.9,14.1,311,2.4,9.8,0.7,1.6,0.3,1.4,86,17,143,125,246,4.58999301,0.782122905,0.547486034,18.29411765,8.166666667,29.72067039,7.925457103,22.75,4.804469274,3.043478261,2.733333333,3.833333333,18.69565217,0.026503759,15.08333333,0.066666667,1.525139665,1.011173184,1.333333333,3.5,2.174825175,0.689969605,0.089385475,7.352941176,14.47058824,0.874125874,1.72027972,27.94481
59.1655678,0.921613603,18.70571786,5.428265638,0.111403842,1.549526168,4.344749844,5.83351028,3.605433437,0.334211526,39,82,8.3,32,6.19,2.07,5.57,0.83,5.35,1.03,3.01,0.45,3.31,0.48,299,32,71,661,10.3,65,4.96,6.68,2.28,4.36,384,12,69,35,40,9.438943717,1.21875,2.03125,55.08333333,19.63746224,9.34375,8.004130177,24.7734139,12,6.300484653,1.616314199,1.870090634,62.0355412,0.237458194,9.667673716,0.046601942,2.5625,1,2.018126888,1.682779456,9.579710145,2.172494172,0.20875,2.916666667,3.333333333,0.507246377,0.579710145,25.92144
54.8,1.59,18.02,7.67,0.18,2.86,5.58,5.77,2.71,0.82,126,233,24.6,90,14.7,3.78,11,1.52,7.53,1.39,3.43,0.48,3.05,0.43,1101,28,53,1315,6.8,97,5.1,20.2,5.6,12.7,308,13,187,2,9,8.48,4.5,3.464285714,101.1538462,31.80327869,39.32142857,28.06391368,76.39344262,11,8.571428571,2.468852459,4.819672131,20.95238095,0.048138056,29.50819672,0.063235294,8.321428571,3.214285714,6.62295082,3.606557377,7.032085561,1.519713262,0.721428571,0.153846154,0.692307692,0.010695187,0.048128342,27.59718
61.47614761,1.300130013,17.07170717,5.350535054,0.170017002,1.890189019,3.460346035,5.99059906,2.840284028,0.450045005,111,210,22,79,12.9,3.6,9.3,1.33,6.8,1.18,3.1,0.47,2.51,0.37,896,35,66,1341,5.4,104,5.2,16.3,3.5,13.7,196,14,88,3,1,8.830883088,3.171428571,2.971428571,95.78571429,41.43426295,25.6,30.04185788,83.66533865,5.6,8.604651163,2.709163347,5.139442231,15.19379845,0.073660714,31.47410359,0.068518519,6,2.257142857,6.494023904,3.705179283,15.23863636,2.552023121,0.465714286,0.214285714,0.071428571,0.034090909,0.011363636,27.59718
60.56,1.5,17.27,6.16,0.19,1.83,3.71,5.42,2.91,0.45,118,240,24.3,84,14.1,3.4,9.3,1.43,7.8,1.46,3.7,0.49,3.23,0.45,835,41,63,1339,9.1,101,5.4,20.8,5.6,21.3,416,12,83,4,1,8.33,2.87804878,2.463414634,111.5833333,31.26934985,20.36585366,24.81744197,74.30340557,10.14634146,8.368794326,2.414860681,4.365325077,29.5035461,0.075449102,26.00619195,0.049450549,5.853658537,2.048780488,6.439628483,2.879256966,16.13253012,2.245283019,0.507317073,0.333333333,0.083333333,0.048192771,0.012048193,27.59718
57.67659412,0.807881372,17.43592074,5.600595681,0.112489811,3.56899492,7.823155054,4.356423599,2.208890839,0.409053859,30.81,57.19,6.31,22.93,3.94,1.1,2.94,0.35,1.85,0.35,0.9,0.13,0.79,0.13,922,15,41.53,576,2.48,10.68,0.75,10.74,2.12,12.15,129,13,141,58,134,6.565314438,2.054,0.712,44.30769231,13.51898734,61.46666667,26.49367089,72.39240506,8.6,7.819796954,2.341772152,4.987341772,32.74111675,0.045043384,29.02531646,0.052419355,3.812666667,1.528666667,13.59493671,3.721518987,4.085106383,0.839215686,0.716,4.461538462,10.30769231,0.411347518,0.95035461,44.03994
55.24552221,1.162522162,17.68473979,7.183407562,0.113165874,5.164478985,6.234410886,4.063683664,2.633678526,0.514390337,57.7,96.8,11.4,40.5,7.33,1.95,5.9,0.798,4.34,0.809,2.22,0.331,2.18,0.341,739,21.4,50.6,914,5.22,21.8,1.49,14.1,1.9,12,197,15.8,133,78.9,117,6.69736219,2.696261682,1.018691589,57.84810127,10,34.53271028,17.98029652,44.40366972,9.205607477,7.871759891,1.990825688,3.362385321,26.87585266,0.068470907,18.57798165,0.06532567,4.523364486,1.892523364,6.467889908,2.706422018,6.872180451,1.074257426,0.658878505,4.993670886,7.405063291,0.593233083,0.879699248,36.25399
57.93479305,1.18693677,16.59665036,6.610587042,0.102322135,4.420316248,6.037005987,3.652900233,3.069664061,0.388824114,64,118,13.4,45.1,7.49,1.8,6.79,0.911,4.88,0.903,2.53,0.385,2.35,0.36,577,25.1,89.5,785,6.58,22.6,1.35,17.9,1.87,18.5,276,18.5,121,32.3,78.9,6.722564294,2.549800797,0.900398406,42.43243243,9.617021277,22.98804781,18.50076308,50.21276596,10.99601594,8.544726302,2.076595745,3.187234043,36.84913218,0.155112652,19.19148936,0.054711246,4.701195219,1.796812749,7.617021277,2.889361702,6.487603306,1.113559322,0.71314741,1.745945946,4.264864865,0.266942149,0.652066116,36.07014
57.91808611,1.1788637,16.63735465,6.613493011,0.092258898,4.407925138,6.140342227,3.618599008,3.013790676,0.379286582,64.7,118,12.6,46.6,7.78,1.91,7.04,0.928,4.95,0.92,2.6,0.396,2.42,0.369,587,24.9,87.5,803,6.75,22.7,1.34,18.3,1.88,19.4,279,18.9,125,33.8,83,6.632389684,2.598393574,0.911646586,42.48677249,9.380165289,23.57429719,18.16211598,48.76033058,11.20481928,8.316195373,2.045454545,3.214876033,35.86118252,0.149063032,19.25619835,0.054666667,4.738955823,1.871485944,7.561983471,2.909090909,6.424,1.080133556,0.734939759,1.788359788,4.391534392,0.2704,0.664,36.07014
57.96905057,1.209182953,16.85683016,6.657224382,0.102473132,4.170656458,6.107398646,3.473839163,3.063946636,0.3893979,79.2,145,16.2,59.2,9.33,2.25,8.17,1.12,5.95,1.19,3.15,0.451,2.85,0.434,628,30.2,105,961,7.99,28.4,1.6,22.4,2.35,24.3,328,20.6,142,42.3,101,6.537785799,2.622516556,0.940397351,46.65048544,9.964912281,20.79470199,18.87808128,50.87719298,10.86092715,8.488745981,2.087719298,3.273684211,35.15541265,0.167197452,20.77192982,0.054317897,4.801324503,1.960264901,7.859649123,2.866666667,6.767605634,1.070469799,0.741721854,2.053398058,4.902912621,0.297887324,0.711267606,36.15804
58.2429063,1.198789978,16.52907876,6.45374477,0.091433134,4.084013315,6.207293869,3.728440016,3.078248842,0.38605101,82.3,157,17.9,64.7,9.93,2.17,9.08,1.24,6.76,1.29,3.41,0.502,3.19,0.468,656,33.1,115,1080,8.62,28.7,1.74,26.1,2.75,24.6,353,20.8,145,40.3,95.4,6.806688858,2.486404834,0.867069486,51.92307692,8.996865204,19.81873112,17.52615637,49.21630094,10.66465257,8.288016113,2.119122257,3.112852665,35.54884189,0.175304878,20.28213166,0.054292343,4.743202417,1.954682779,8.181818182,2.846394984,7.448275862,1.096563011,0.788519637,1.9375,4.586538462,0.277931034,0.657931034,36.15804
58.02188086,1.201365492,17.10418667,6.568380309,0.091629571,3.807717747,6.190086605,3.522647969,3.115405429,0.376699349,81.8,156,17.1,62.4,9.75,2.15,8.69,1.22,6.23,1.26,3.34,0.468,2.96,0.456,686,32.6,115,1086,8.77,28.7,1.69,24.4,2.61,24.6,351,18.8,142,35.3,84.3,6.638053398,2.509202454,0.880368098,57.76595745,9.695945946,21.04294479,18.77323526,52.7027027,10.76687117,8.38974359,2.10472973,3.293918919,36,0.167638484,21.08108108,0.051995439,4.785276074,1.914110429,8.243243243,2.935810811,7.647887324,1.072368421,0.748466258,1.877659574,4.484042553,0.248591549,0.593661972,36.15804
58.00933663,1.176618823,17.0711162,6.48923336,0.111575923,3.966016895,6.238108416,3.570429532,2.992263386,0.375300832,80.5,152,16.8,61.8,9.52,2.13,8.59,1.2,6.35,1.24,3.23,0.471,2.97,0.45,682,31,111,1044,8.47,28,1.66,24.1,2.41,22,343,20.3,141,59,89.9,6.562692918,2.596774194,0.903225806,51.42857143,9.427609428,22,18.41267812,51.17845118,11.06451613,8.455882353,2.138047138,3.205387205,36.02941176,0.162756598,20.80808081,0.053128689,4.903225806,1.993548387,8.114478114,2.892255892,7.404255319,1.05203252,0.777419355,2.906403941,4.428571429,0.418439716,0.637588652,36.15804
58.06531163,1.226084356,17.45126734,6.674545757,0.102173696,3.678253068,5.813683322,3.535209894,3.054993521,0.398477416,134,195,26.7,99.4,15.4,3.44,13.5,1.81,9.96,1.88,4.84,0.687,4.08,0.608,711,48.8,123,1166,9.44,32.8,1.85,26.2,2.74,27.3,386,24.4,164,45.7,119,6.590203415,2.745901639,0.672131148,47.78688525,8.039215686,14.56967213,22.31116075,47.79411765,7.909836066,8.701298701,2.441176471,3.774509804,25.06493506,0.172995781,24.3627451,0.06440678,3.995901639,2.036885246,6.421568627,3.308823529,7.109756098,1.133567663,0.536885246,1.87295082,4.87704918,0.278658537,0.725609756,36.15804
58.40802195,1.227489078,17.15415986,6.700601011,0.112519832,3.508572947,5.840802195,3.488114796,3.181242527,0.378475799,187,216,36.8,144,22.8,4.99,21.9,3.13,16.4,3.25,8.14,1.17,7.09,1.09,713,77.5,120,1173,9.83,31,1.85,26.4,2.93,24,403,21,153,40.2,95.4,6.669357323,2.412903226,0.4,55.85714286,4.37235543,9.2,17.91731386,30.46544429,5.2,8.201754386,2.313117066,3.215796897,17.6754386,0.168302945,20.31029619,0.110885046,2.787096774,1.858064516,3.723554302,3.088857546,7.666666667,1.141856392,0.340645161,1.914285714,4.542857143,0.262745098,0.623529412,36.15804
64.11716306,0.722704965,16.76471941,4.460439364,0.081431545,2.025609692,4.733208576,3.837461577,2.941714577,0.315547238,56.7,101,11.5,39.7,6.99,1.58,5.52,0.752,3.88,0.749,2.1,0.314,2.02,0.302,599,20.2,84.7,840,5.94,17.3,1.08,16.9,2.22,22,224,10.9,81.5,12.1,32.1,6.779176154,2.806930693,0.856435644,77.06422018,8.564356436,29.65346535,19.06817897,50,11.08910891,8.111587983,1.920792079,3.46039604,32.04577969,0.141402337,19.65346535,0.050841751,5,1.965346535,8.366336634,2.732673267,10.30674847,1.432258065,0.836633663,1.110091743,2.944954128,0.148466258,0.393865031,35.63686
65.03770343,0.745591023,16.46345583,3.979966896,0.070528881,1.974808656,4.624679454,3.607048463,3.244328506,0.251888859,66.4,121,13.6,48.2,7.2,1.6,6.12,0.777,3.82,0.764,2.02,0.291,1.84,0.276,498,19.6,113,881,5.14,16.3,1,24.2,2.48,26,192,10.8,74.8,11.2,18.6,6.851376969,3.387755102,0.831632653,81.57407407,8.858695652,25.40816327,24.51476793,65.76086957,9.795918367,9.222222222,2.076086957,3.913043478,26.66666667,0.226907631,26.19565217,0.053696498,6.173469388,2.459183673,13.15217391,3.326086957,11.77807487,1.481481482,1.234693878,1.037037037,1.722222222,0.14973262,0.248663102,34.77163
67.61206382,0.629894509,15.54417095,3.748055201,0.071117122,1.849045171,3.068195834,3.118993778,4.16543143,0.193032188,85.3,164,19.1,65.6,10.7,1.46,7.73,0.94,4.42,0.794,2.1,0.292,1.95,0.296,288,21.4,199,725,7.18,18.2,1.4,49.4,4.26,35.6,221,10.4,57.7,25.2,56.7,7.284425208,3.985981308,0.85046729,69.71153846,9.333333333,13.45794393,29.71610949,84.1025641,10.3271028,7.971962617,2.266666667,5.487179487,20.65420561,0.690972222,33.64102564,0.041225627,7.663551402,3.065420561,25.33333333,3.964102564,12.56499133,2.374172185,2.308411215,2.423076923,5.451923077,0.436741768,0.982668977,35.86262
68.13968305,0.560862402,15.25545732,3.358309454,0.061184989,1.774364689,3.548729377,3.120434453,4.007616797,0.17335747,67.9,131,15.6,54.6,8.99,1.21,6.97,0.848,3.98,0.734,2.02,0.294,1.83,0.273,292,19.7,191,616,6.86,16.1,1.27,39.4,4.16,33,233,9.03,56.3,19.5,41.5,7.12805125,3.446700508,0.817258883,68.21705426,8.797814208,14.82233503,25.2055521,71.58469945,11.82741117,7.552836485,2.174863388,4.912568306,25.91768632,0.654109589,29.83606557,0.039795918,6.649746193,2.771573604,21.53005464,3.808743169,10.94138544,2.00862069,2,2.159468439,4.595791805,0.346358792,0.737122558,36.64093
65.80840923,0.742276557,16.2385707,4.144642491,0.071177204,1.545562145,4.189286867,3.49785117,3.487682998,0.274540644,80.5,148,16.5,55.4,9.23,1.62,7.07,0.862,4.16,0.777,2,0.31,1.92,0.292,510,21.8,129,1014,6.14,17.9,1.13,30,3.12,31,215,10.4,78.4,11.2,25.3,6.985534168,3.69266055,0.821100917,97.5,9.322916667,23.39449541,28.48211146,77.08333333,9.862385321,8.72156013,2.166666667,4.807291667,23.2936078,0.252941176,28.85416667,0.047557003,6.788990826,2.541284404,15.625,3.682291667,12.93367347,1.667475728,1.376146789,1.076923077,2.432692308,0.142857143,0.322704082,36.58498
65.67018571,0.55314148,17.07568235,3.640705518,0.071703525,1.556990832,4.681215858,3.605662981,2.960331254,0.184380493,42.4,65,7.83,27.2,4.78,1.16,4.27,0.589,3.22,0.659,1.91,0.293,1.85,0.293,483,21.9,63.7,636,3.72,8.97,0.561,12.1,1.77,17.7,135,8.38,63.4,10.1,14.1,6.565994236,1.936073059,0.409589041,75.89498807,4.848648649,22.05479452,15.56939218,35.13513514,6.164383562,8.870292887,1.740540541,2.583783784,28.24267782,0.131884058,14.7027027,0.078763441,2.96803653,1.242009132,6.540540541,2.308108108,10.03154574,1.402625821,0.552511416,1.205250597,1.682577566,0.159305994,0.222397476,36.22596
67.64182317,0.59254278,16.3051427,3.54833823,0.071513784,1.481356949,2.993362663,3.034227682,4.147799458,0.183892587,80.4,158,18.5,64.2,10.8,1.6,8.15,0.991,4.79,0.852,2.33,0.328,2.11,0.328,263,24,186,732,7.62,17.1,1.34,47,4.32,35.4,235,10.1,54,15.8,39.1,7.18202714,3.35,0.7125,72.47524752,8.104265403,10.95833333,25.88517608,74.88151659,9.791666667,7.444444444,2.27014218,5.118483412,21.75925926,0.707224335,30.42654028,0.043044619,6.583333333,2.675,22.27488152,3.862559242,13.55555556,2.399317406,1.958333333,1.564356436,3.871287129,0.292592593,0.724074074,35.80828
63.39009191,0.897703265,17.6480301,4.874057435,0.102011735,1.428164285,3.386789591,3.958055305,3.978457652,0.336638724,71.5,137,16.5,60.6,11.8,2.43,11.1,1.63,9.44,1.98,5.57,0.799,4.92,0.797,320,63.6,104,839,7.35,30.7,2,25.3,2.89,22.5,254,10.7,66.5,20.7,34,7.936512957,1.124213836,0.482704403,78.41121495,6.239837398,5.031446541,9.872302837,27.84552846,3.993710692,6.059322034,1.918699187,2.398373984,21.52542373,0.325,12.31707317,0.108435374,2.15408805,0.952830189,5.142276423,2.256097561,12.61654135,2.343373494,0.397798742,1.934579439,3.177570093,0.311278195,0.511278195,35.6231
68.11940819,0.59234268,15.81963468,3.24388707,0.061276829,1.235749384,3.329374374,3.431502422,3.993206687,0.173617682,61.2,120,13.8,47.8,8.12,1.29,6.24,0.796,3.96,0.731,2.06,0.286,1.88,0.277,293,20.2,110,704,7.01,17.1,1.27,34.7,3.57,28.2,226,7.07,60.7,18.5,12.3,7.424709108,3.02970297,0.846534653,99.57567185,9.095744681,14.5049505,22.11419337,63.82978723,11.18811881,7.536945813,2.106382979,4.319148936,27.83251232,0.375426621,25.42553191,0.039514979,5.940594059,2.366336634,18.45744681,3.319148936,11.59802306,2.230061349,1.717821782,2.61669024,1.739745403,0.304777595,0.202635914,36.17295
67.87337713,0.599032049,16.52922333,3.53553386,0.060918514,1.187911013,3.309905901,3.177915788,3.56373304,0.162449369,59.9,124,13.8,49.8,7.79,1.25,6.18,0.761,3.63,0.695,1.8,0.26,1.66,0.245,337,17.6,147,645,5.47,15.1,1.11,36.6,3.24,29.6,184,9.66,59.1,9.33,13,6.741648828,3.403409091,0.857954545,66.77018634,9.096385542,19.14772727,24.51298866,74.69879518,10.45454545,7.689345315,2.186746988,4.692771084,23.62002567,0.43620178,30,0.044789762,7.045454545,2.829545455,22.04819277,3.722891566,10.91370558,2.036809816,2.079545455,0.965838509,1.345755694,0.15786802,0.219966159,36.75185
67.89015982,0.58946546,16.15948415,3.520765394,0.060979185,1.128114931,3.587608745,3.333528806,3.557119152,0.172774359,59,122,13.8,50,7.71,1.24,6.06,0.754,3.53,0.682,1.78,0.257,1.61,0.24,326,17.3,153,632,5.67,14.8,1.07,35.9,3.3,28.4,197,9.37,63.9,6.53,12.9,6.890647958,3.410404624,0.855491329,67.4493063,9.192546584,18.84393064,24.89451477,75.77639752,11.38728324,7.652399481,2.192546584,4.788819876,25.55123217,0.469325153,31.05590062,0.042328042,7.052023121,2.89017341,22.29813665,3.763975155,9.890453834,1.920679887,2.075144509,0.696905016,1.376734258,0.102190923,0.201877934,36.8781
69.45870615,0.526585905,15.40263771,3.098066903,0.05063326,1.164564981,2.713942739,3.301288556,4.141800673,0.141773128,67.4,122,14.5,51.1,7.62,1.24,5.88,0.72,3.55,0.68,1.83,0.27,1.74,0.26,253,18.2,171,698,6.74,15.5,1.16,35.3,4.07,34.6,241,7.96,56.2,21.8,27,7.443089229,3.703296703,0.851648352,87.68844221,8.908045977,13.9010989,26.31407925,70.11494253,13.24175824,8.845144357,2.040229885,4.379310345,31.62729659,0.675889328,29.36781609,0.038575668,6.703296703,2.807692308,20.28735632,3.379310345,12.41992883,2.742537314,1.93956044,2.738693467,3.391959799,0.387900356,0.480427046,35.42799
68.8248391,0.530914053,16.10098965,3.26133356,0.061259314,0.990358907,2.868977865,3.195694205,4.022694942,0.142938399,61,115,13.3,44.8,7.69,1.26,5.68,0.706,3.39,0.639,1.78,0.264,1.69,0.257,233,16.8,148,703,5.83,14.7,1.18,34,3.76,30.2,187,7.55,49.6,14.4,21.9,7.218389147,3.630952381,0.875,93.11258278,8.698224852,13.86904762,24.52001099,68.04733728,11.13095238,7.932379714,2.00591716,4.550295858,24.31729519,0.635193133,26.50887574,0.044082333,6.845238095,2.666666667,20.1183432,3.360946746,14.1733871,2.516014235,2.023809524,1.907284768,2.900662252,0.290322581,0.441532258,35.40659
67.92184262,0.646483772,16.45968206,3.499470017,0.061569883,0.584913889,3.417128507,3.40686686,3.776286158,0.225756238,66.1,130,14.4,48.8,8.05,1.54,6.84,0.898,4.43,0.833,2.38,0.344,2.09,0.327,347,25.3,145,663,5.37,15.7,1.17,30.3,3.35,29.1,196,9.34,63,3.16,7.52,7.183153018,2.612648221,0.62055336,70.98501071,7.511961722,13.71541502,21.48486867,62.20095694,7.747035573,8.211180124,2.119617225,3.851674641,24.34782609,0.417867435,23.3492823,0.060893855,5.138339921,1.928853755,14.49760766,3.272727273,10.52380952,2.102102102,1.197628458,0.338329764,0.805139186,0.05015873,0.119365079,36.37626
57.03219464,1.067447493,16.0422109,6.888080082,0.101661666,5.062750968,7.472132453,3.212508647,2.795695816,0.325317331,71.4,136,15.7,53.4,9.06,1.87,7.41,0.927,4.62,0.853,2.25,0.327,2.1,0.31,772,22.5,96.8,740,5.87,19.3,1.22,28.1,2.64,13,202,20.5,140,39,114,6.008204463,3.173333333,0.857777778,36.09756098,9.19047619,34.31111111,23.09704641,64.76190476,8.977777778,7.880794702,2.2,4.314285714,22.29580574,0.125388601,25.42857143,0.052810903,6.044444444,2.373333333,13.38095238,3.528571429,5.285714286,0.804081633,1.248888889,1.902439024,5.56097561,0.278571429,0.814285714,35.85033
