SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y ,Rb,Ba,Hf,Nb,Ta,Th,U ,Pb,Zr,Sc,V ,Ni,Cr,A,La/Y,Nb/Y,Ba/Sc,Nb/Yb,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V,Crustal_Thickness
47.74630411,1.758421079,15.12242128,10.98251881,0.186185761,8.233548109,12.71235003,2.482476817,0.51718267,0.258591335,17,36.5,4.65,19.9,4.45,1.52,4.41,0.69,4.12,0.82,2.24,0.31,1.96,0.29,130,19.2,23,10.9,2.44,104,1.12,1.78,0.43,1.86,36,80,254,48,414,2.999659487,0.885416667,5.416666667,0.13625,53.06122449,6.770833333,5.892103677,18.62244898,1.875,3.820224719,2.102040816,2.270408163,8.08988764,0.176923077,10.15306122,0.118852459,1.901041667,1.036458333,0.908163265,2.25,0.042913386,0.235964199,0.092708333,0.6,5.175,0.188976378,1.62992126,37.10691
48.20752311,1.849419602,14.98949479,11.29938362,0.194137969,7.775736558,12.18982091,2.625971479,0.551760544,0.316751424,20.5,43.5,5.25,22.4,4.77,1.67,4.97,0.75,4.48,0.86,2.43,0.32,2.08,0.3,137,24,25,14,2.84,126,1.37,2.12,0.52,2.44,35,86,149,51,446,3.177732023,0.854166667,5.25,0.162790698,60.57692308,5.708333333,6.695269393,20.91346154,1.458333333,4.29769392,2.153846154,2.293269231,7.337526205,0.182481752,10.76923077,0.105633803,1.8125,0.933333333,1.019230769,2.389423077,0.093959732,0.260687343,0.088333333,0.593023256,5.186046512,0.342281879,2.993288591,37.07906
47.94806172,1.749553658,15.13878489,10.92713582,0.19553835,8.346400098,12.49387142,2.449375121,0.483700129,0.267578795,17.3,37.4,4.73,20.3,4.49,1.55,4.47,0.71,4.21,0.84,2.28,0.31,2.03,0.3,127,20,23,7.8,2.52,105,1.15,1.82,0.44,1.66,36,81,259,47,359,2.93307525,0.865,5.25,0.096296296,51.72413793,6.35,5.78932053,18.42364532,1.8,3.853006682,2.073891626,2.21182266,8.017817372,0.181102362,10,0.119047619,1.87,1.015,0.896551724,2.201970443,0.03011583,0.23476112,0.091,0.580246914,4.432098765,0.181467181,1.386100386,37.03865
48.24119141,1.848437611,15.20163172,11.22449093,0.191914287,6.717000061,12.58553696,3.080729351,0.61614587,0.292921807,20.7,42.2,5.31,22.3,4.85,1.62,4.72,0.74,4.38,0.87,2.39,0.33,2.08,0.31,138,23,25,11.4,2.63,114,1.28,2.19,0.28,2.12,35,84,91,46,459,3.696875221,0.9,4.956521739,0.135714286,54.80769231,6,6.760589094,20.28846154,1.52173913,4.268041237,2.105769231,2.331730769,7.216494845,0.18115942,10.72115385,0.117870722,1.834782609,0.969565217,1.052884615,2.269230769,0.125274725,0.293739968,0.095217391,0.547619048,5.464285714,0.505494505,5.043956044,37.07906
48.63028725,2.133087252,14.39833895,12.69725109,0.225614998,6.758194706,10.79875421,3.138099514,0.851183855,0.369188178,25.4,53.4,6.64,27.7,5.95,1.88,5.69,0.89,5.25,1.03,2.85,0.39,2.48,0.36,130,27,29,17.5,3.35,145,1.54,2.83,0.71,2.85,31,99,53,50,441,3.989283369,0.940740741,5.37037037,0.176767677,58.46774194,4.814814815,6.957601742,21.53225806,1.148148148,4.268907563,2.116935484,2.399193548,5.210084034,0.223076923,11.16935484,0.107462687,1.977777778,1.025925926,1.141129032,2.294354839,0.330188679,0.369420703,0.104814815,0.505050505,4.454545455,0.943396226,8.320754717,37.07906
49.56363475,2.826313407,14.04904694,13.5601958,0.175355211,5.260656341,8.086969748,4.208525073,1.815442188,0.453860547,45.9,91.9,11.1,43,7.67,2.33,6.46,0.9,4.82,0.87,2.36,0.31,1.83,0.27,760,24,34,710,5.59,52,2.72,5.02,0.73,7.82,266,53,241,37,54,6.023967261,1.9125,2.166666667,13.39622642,28.41530055,31.66666667,17.03880473,50.21857923,11.08333333,5.984354628,2.633879781,4.191256831,34.68057366,0.044736842,23.49726776,0.048300537,3.829166667,1.791666667,2.743169399,3.530054645,2.946058091,0.744897959,0.209166667,0.698113208,1.018867925,0.153526971,0.22406639,38.35906
49.92981753,1.774613996,16.14196912,11.01864849,0.190495288,5.905353919,11.1389613,2.697012232,0.862241829,0.340886304,21.4,42.9,4.9,19.4,3.76,1.25,3.58,0.55,3.2,0.64,1.8,0.28,1.71,0.27,357,18,15,273,1.87,31,2.03,2.375,0.655,1.7,75,29,352,50.5,93.9,3.559254061,1.188888889,1.722222222,9.413793103,18.12865497,19.83333333,8.501492832,25.0877193,4.166666667,5.691489362,1.871345029,2.198830409,19.94680851,0.042016807,11.34502924,0.144385027,2.383333333,1.077777778,1.388888889,2.093567251,0.775568182,0.319531953,0.131944444,1.74137931,3.237931034,0.143465909,0.266761364,25.63933
50.9324243,1.71445759,15.12933627,10.81812713,0.190495288,6.89793463,10.07619812,2.827351113,1.042711049,0.370964508,23.9,48.1,5.6,21.9,4.31,1.37,4.24,0.65,3.93,0.79,2.3,0.35,2.11,0.33,317,23,17,317,2.35,34,2.2,2.712,0.735,1.99,94,27,333,86.5,222.2,3.870062162,1.039130435,1.47826087,11.74074074,16.11374408,13.7826087,7.694722739,22.79620853,4.086956522,5.545243619,1.862559242,2.042654028,21.80974478,0.05362776,10.37914692,0.140425532,2.091304348,0.952173913,1.285308057,2.009478673,0.951951952,0.384079602,0.117913043,3.203703704,8.22962963,0.25975976,0.667267267,25.63933
44.74786725,4.839584802,8.780240246,12.39619822,0.209053339,9.407400263,14.03793172,3.501643431,1.473826041,0.606254684,137,260,31,109.43,13.92,3.8,9.2,0.93,3.8,0.6,1.32,0.19,1.09,0.16,2131,17,89,2211,6.85,175,11,19,2.7,6.5,286,29,347,121,417,4.975469472,8.058823529,10.29411765,76.24137931,160.5504587,125.3529412,85.3830372,238.5321101,16.82352941,9.841954023,3.486238532,12.7706422,20.54597701,0.04176443,100.3944954,0.023357664,15.29411765,6.437058824,17.43119266,8.440366972,6.371757925,0.35443038,1.117647059,4.172413793,14.37931034,0.34870317,1.201729107,34.44982
47.06473916,3.027027027,15.78881207,11.31112508,0.181018228,8.115650534,9.674418604,3.248271527,1.055939661,0.532998114,30.8,66.5,8.31,35.7,7.93,2.78,7.83,1.25,6.77,1.2,3.28,0.45,2.72,0.386,536,31,21,328,5.3,34,2.73,2.62,0.87,7,226,25,274,135,220,4.304211188,0.993548387,1.096774194,13.12,12.5,17.29032258,7.692355423,24.44852941,7.290322581,3.883984868,2.488970588,2.915441176,28.49936948,0.039179104,13.125,0.072830189,2.14516129,1.151612903,0.963235294,2.878676471,1.197080292,0.444906445,0.084516129,5.4,8.8,0.49270073,0.802919708,17.05888
45.93815468,2.403326204,13.60527037,12.64520266,0.234222469,8.656047766,9.114309118,4.664082208,2.057084293,0.682300236,40.4,100,8.55,34.6,6.64,2.2,6.51,0.968,5.44,1.036,2.85,0.426,2.56,0.378,894,37,55,688,4.34,91,4.57,5.53,1.27,3.34,274,35.8,178,144,275,6.721166501,1.091891892,2.459459459,19.21787709,35.546875,24.16216216,10.72059599,39.0625,7.405405405,6.084337349,2.125,2.59375,41.26506024,0.061521253,13.515625,0.087096774,2.702702703,0.935135135,2.16015625,2.54296875,3.865168539,0.737430168,0.149459459,4.022346369,7.681564246,0.808988764,1.54494382,38.40926
45.40565492,2.381165338,13.72491437,12.65313244,0.224831062,8.839948572,9.115877602,4.680573926,2.207432245,0.766469529,58.6,108,12.7,49.1,9.39,2.89,8.31,1.182,6.34,1.166,3.05,0.432,2.64,0.385,854,37,52,672,6.01,95,5.53,7.84,1.87,3.85,264,22.7,178,153,304,6.888006171,1.583783784,2.567567568,29.60352423,35.98484848,23.08108108,15.0789541,40.90909091,7.135135135,6.240681576,2.401515152,3.556818182,28.11501597,0.06088993,18.59848485,0.0640599,2.918918919,1.327027027,2.96969697,3.147727273,3.775280899,0.755605381,0.211891892,6.740088106,13.39207048,0.859550562,1.707865169,37.91718
48.7084989,4.235961196,13.53687838,13.75421251,0.222413237,5.368246766,9.725524273,3.08345624,0.768336637,0.596471863,22.2,47,6.88,31.5,7.62,3.02,8.06,1.218,6.9,1.293,3.34,0.466,2.86,0.415,399,33,11,418,5.07,23,1.58,1.82,0.41,2.11,198,35.7,434,20,97,3.851792877,0.672727273,0.696969697,11.70868347,8.041958042,12.09090909,5.273081349,16.43356643,6,2.913385827,2.412587413,2.664335664,25.98425197,0.027568922,11.01398601,0.081854043,1.424242424,0.954545455,0.636363636,2.818181818,0.963133641,0.396049896,0.055151515,0.56022409,2.717086835,0.046082949,0.223502304,40.71842
50.93936821,3.158872604,14.10283769,12.47884906,0.213988144,5.26818431,9.435858165,3.169062515,0.855952577,0.37702673,21.8,49,6.54,29.6,7.01,2.56,7.27,1.156,6.514,1.273,3.39,0.486,3.04,0.455,355,33,13,443,5.34,22,1.53,2.2,0.52,3.05,195,35.4,366,35,71,4.025015092,0.660606061,0.666666667,12.51412429,7.236842105,10.75757576,4.871474573,16.11842105,5.909090909,3.109843081,2.142763158,2.305921053,27.81740371,0.036619718,9.736842105,0.085205993,1.484848485,0.896969697,0.723684211,2.391447368,1.210382514,0.426565875,0.066666667,0.988700565,2.005649718,0.095628415,0.193989071,41.33435
51.49368467,3.142371713,14.09430985,11.83844344,0.206057162,4.955674735,9.26226941,3.399943165,1.143617247,0.463628614,25.8,61,7.39,33.4,7.57,2.59,7.74,1.209,6.69,1.293,3.52,0.488,3.06,0.429,363,36,18,621,5.13,24,1.45,2.19,0.51,3.2,208,31,353,18,62,4.543560412,0.716666667,0.666666667,20.03225806,7.843137255,10.08333333,5.727641267,19.93464052,5.777777778,3.408190225,2.18627451,2.473856209,27.47688243,0.049586777,10.91503268,0.083625731,1.694444444,0.927777778,0.715686275,2.529411765,1.759206799,0.49054505,0.060833333,0.580645161,2,0.050991501,0.175637394,40.67981
51.07726909,3.329798045,13.81815274,13.03830182,0.213840241,4.897959815,9.113667433,3.14650641,0.906275309,0.458229089,26.4,61,7.84,35.8,8.08,2.67,8.68,1.336,7.78,1.48,4.09,0.598,3.59,0.513,350,40,17,461,6.36,26,5.08,2.79,0.75,3.52,217,31.8,385,16,38,4.052781719,0.66,0.65,14.49685535,7.242339833,8.75,4.995592539,16.99164345,5.425,3.267326733,2.167130919,2.250696379,26.85643564,0.048571429,9.972144847,0.080660377,1.525,0.895,0.777158774,2.417827298,1.197402597,0.444692737,0.06975,0.503144654,1.194968553,0.041558442,0.098701299,40.67981
50.78944022,3.324886338,13.99952142,13.06914823,0.216169081,5.085120281,9.089395159,2.964604537,1.008789044,0.452925693,25,61,7.47,33.1,7.68,2.44,7.83,1.256,7.14,1.37,3.71,0.531,3.23,0.462,358,38,17,556,5.59,26,1.62,2.36,0.67,3.12,209,30.3,381,17,43,3.973393581,0.657894737,0.684210526,18.34983498,8.049535604,9.421052632,5.25793262,18.88544892,5.5,3.255208333,2.210526316,2.377708978,27.21354167,0.047486034,10.24767802,0.082647585,1.605263158,0.871052632,0.730650155,2.424148607,1.459317585,0.437146093,0.062105263,0.561056106,1.419141914,0.044619423,0.112860892,40.67981
50.58180934,3.249498055,14.26509209,12.5598904,0.204370947,5.231896239,9.615653049,3.167749676,0.756172503,0.367867704,21,43,6.21,28.1,6.77,2.44,6.97,1.115,6.28,1.229,3.34,0.455,2.93,0.423,382,33,14,399,4.93,21,1.35,1.9,0.47,3,185,35.3,341,28,49,3.923922179,0.636363636,0.636363636,11.30311615,7.167235495,11.57575758,4.868881497,14.67576792,5.606060606,3.101920236,2.14334471,2.310580205,27.32644018,0.036649215,9.590443686,0.085801217,1.303030303,0.851515152,0.648464164,2.37883959,1.170087977,0.408076514,0.057575758,0.793201133,1.388101983,0.082111437,0.143695015,40.67981
50.61538369,3.237918329,14.37717195,12.60675152,0.193460529,5.152159354,9.540658724,3.125914865,0.743295717,0.407285324,21.3,44,6.42,28.8,6.72,2.39,7.09,1.108,6.21,1.207,3.22,0.452,2.87,0.413,387,31,10,372,5.03,21,1.37,1.84,0.39,2.83,184,34.7,367,28,48,3.869210582,0.687096774,0.677419355,10.7204611,7.317073171,12.48387097,5.041679531,15.33101045,5.935483871,3.169642857,2.163763066,2.341463415,27.38095238,0.025839793,10.03484321,0.082107356,1.419354839,0.929032258,0.641114983,2.470383275,1.013623978,0.405549626,0.059354839,0.806916427,1.383285303,0.076294278,0.130790191,40.67981
44.9758412,2.587651137,14.34503428,11.01355256,0.225906052,9.19026892,11.39798715,4.06630893,1.447852422,0.749597353,74.4,112,14.9,55.4,9.66,2.87,8.31,1.162,6.53,1.242,3.44,0.484,2.93,0.435,768,36,43,802,5.27,117,7.29,10.75,2.43,4.54,231,32.3,246,108,306,5.514161352,2.066666667,3.25,24.82972136,39.93174061,21.33333333,17.24975159,38.22525597,6.416666667,7.701863354,2.228668942,3.296928328,23.91304348,0.055989583,18.90784983,0.082542694,3.111111111,1.538888889,3.66894198,2.836177474,3.260162602,0.483783784,0.298611111,3.343653251,9.473684211,0.43902439,1.243902439,40.67981
45.74542546,3.719628037,16.31836816,11.99880012,0.199980002,4.929507049,9.479052095,3.409659034,3.559644036,0.639936006,82,160,18,67,11,3,9,1,7,1,3,0.4,2,0.4,1071,30,93,1080,7,104,7,12,2,7,290,16,311,33,31,6.96930307,2.733333333,3.466666667,67.5,52,35.7,27.85232068,80,9.666666667,7.454545455,3.5,5.5,26.36363636,0.086834734,33.5,0.057142857,5.333333333,2.233333333,6,4.5,3.47266881,0.735232068,0.4,2.0625,1.9375,0.106109325,0.099678457,32.17729
45.92918584,3.76075215,16.38327666,11.73234647,0.200040008,4.660932186,9.671934386,3.410682136,3.600720144,0.650130026,85,164,19,68,12,3,9,1,7,1,3,0.4,2,0.4,1100,31,95,1104,7,106,7,12,2,7,297,16,311,27,25,7.01140228,2.741935484,3.419354839,69,53,35.48387097,28.87130802,82,9.580645161,7.083333333,3.5,6,24.75,0.086363636,34,0.057142857,5.290322581,2.193548387,6,4.5,3.549839228,0.72492244,0.387096774,1.6875,1.5625,0.08681672,0.080385852,32.17729
45.82916583,3.550710142,15.52310462,11.76235247,0.200040008,5.561112222,11.29225845,2.920584117,2.820564113,0.540108022,71,141,16,62,11,3,9,1,7,1,3,0.4,2,0.4,933,31,76,900,7,84,5,10,2,6,268,25,356,26,21,5.74114823,2.290322581,2.709677419,36,42,30.09677419,24.11603376,70.5,8.64516129,6.454545455,3.5,5.5,24.36363636,0.081457663,31,0.057142857,4.548387097,2,5,4.5,2.528089888,0.508414526,0.322580645,1.04,0.84,0.073033708,0.058988764,32.17729
45.94,3.55,15.54,11.63,0.2,5.55,11.3,2.93,2.82,0.54,71,140,16,61,11,3,9,1,7,1,3,0.4,2,0.4,938,31,76,900,7,84,5,10,2,7,268,26,353,25,20,5.75,2.290322581,2.709677419,34.61538462,42,30.25806452,24.11603376,70,8.64516129,6.454545455,3.5,5.5,24.36363636,0.081023454,30.5,0.057142857,4.516129032,1.967741935,5,4.5,2.549575071,0.508849558,0.322580645,0.961538462,0.769230769,0.07082153,0.056657224,32.17729
46.29537046,3.699630037,16.07839216,11.81881812,0.199980002,4.98950105,10.2589741,2.809719028,3.239676032,0.609939006,81,157,18,66,11,3,9,1,7,1,3,0.4,3,0.4,1026,31,87,1034,7,98,6,12,2,7,287,21,341,22,19,6.04939506,2.612903226,3.161290323,49.23809524,32.66666667,33.09677419,18.34177215,52.33333333,9.258064516,7.363636364,2.333333333,3.666666667,26.09090909,0.084795322,22,0.057142857,5.064516129,2.129032258,4,3,3.032258065,0.589668616,0.387096774,1.047619048,0.904761905,0.064516129,0.055718475,32.17729
46.80697572,3.336134338,14.96205703,14.19058102,0.222408956,6.368983737,10.51387791,2.729564459,0.394270422,0.475146406,16,40,5.9,27.3,6.8,2.5,7.3,1.14,6.7,1.33,3.5,0.49,3,0.44,429,36,4,189,4.4,21,1.3,0.8,0.19,1.5,178,35,368,99,155,3.123834881,0.444444444,0.583333333,5.4,7,11.91666667,3.623066104,13.33333333,4.944444444,2.352941176,2.233333333,2.266666667,26.17647059,0.009324009,9.1,0.1,1.111111111,0.758333333,0.266666667,2.433333333,0.513586957,0.297115385,0.022222222,2.828571429,4.428571429,0.269021739,0.421195652,28.99519
47.59162145,2.728182121,15.15656734,13.63787929,0.232400699,5.961583154,10.30646579,3.233401033,0.687097719,0.464801398,19,41,5.4,22.8,5.3,2.1,5.1,0.93,5.7,1.08,3,0.45,2.8,0.38,332,29,12,208,3.3,22,1.7,1.5,0.35,2.1,124,34,420,35,50,3.920498752,0.655172414,0.75862069,6.117647059,7.857142857,11.44827586,4.609704641,14.64285714,4.275862069,3.58490566,2.035714286,1.892857143,23.39622642,0.036144578,8.142857143,0.115151515,1.413793103,0.786206897,0.535714286,1.821428571,0.495238095,0.380392157,0.051724138,1.029411765,1.470588235,0.083333333,0.119047619,32.10157
47.61560808,2.52201314,15.43472041,12.88966616,0.211849104,6.456353638,10.89509676,3.026415767,0.575018996,0.373257945,16,36,4.9,21.4,5.2,1.9,5.7,0.88,5.3,1.08,2.9,0.42,2.6,0.38,353,29,11,192,3.1,23,1.4,1.6,0.4,1.3,120,36,403,53,84,3.601434763,0.551724138,0.793103448,5.333333333,8.846153846,12.17241379,4.180460889,13.84615385,4.137931034,3.076923077,2.038461538,2,23.07692308,0.031161473,8.230769231,0.122580645,1.24137931,0.737931034,0.615384615,2.192307692,0.476426799,0.330555556,0.055172414,1.472222222,2.333333333,0.131513648,0.208436725,32.10157
47.84065764,2.713650749,14.97533191,13.74610842,0.221112283,5.929829414,10.35207508,3.216178665,0.613084058,0.391971775,18,41,5.5,24.1,5.7,2.1,6.3,0.98,5.9,1.19,3.2,0.46,2.8,0.42,361,32,12,215,3.5,23,1.5,1.8,0.42,1.5,135,36,378,33,24,3.829262723,0.5625,0.71875,5.972222222,8.214285714,11.28125,4.367088608,14.64285714,4.21875,3.157894737,2.107142857,2.035714286,23.68421053,0.033240997,8.607142857,0.12,1.28125,0.753125,0.642857143,2.25,0.568783069,0.369902913,0.05625,0.916666667,0.666666667,0.087301587,0.063492063,32.10157
49.18847103,3.4341027,14.44343195,13.90502524,0.272708156,4.545135927,8.686259771,3.838114783,0.989829602,0.696920842,28,62,8.7,37.9,9.1,3.1,9.6,1.5,9.1,1.85,4.9,0.72,4.4,0.64,378,47,21,325,5.9,40,2.5,2.7,0.69,2.5,234,31,321,10,17,4.827944385,0.595744681,0.85106383,10.48387097,9.090909091,8.042553191,4.322976601,14.09090909,4.978723404,3.076923077,2.068181818,2.068181818,25.71428571,0.055555556,8.613636364,0.108474576,1.319148936,0.806382979,0.613636364,2.181818182,1.012461059,0.555813954,0.057446809,0.322580645,0.548387097,0.031152648,0.052959502,32.10157
47.8511792,3.230459355,15.04182637,13.08045298,0.232189266,5.451400162,10.39804105,3.432363065,0.646091871,0.635996686,21,47,6.5,28.9,6.8,2.5,7.2,1.1,6.4,1.27,3.4,0.48,2.9,0.42,432,35,12,244,3.8,27,1.8,2.2,0.44,1.6,155,34,338,30,67,4.078454936,0.6,0.771428571,7.176470588,9.310344828,12.34285714,4.919249236,16.20689655,4.428571429,3.088235294,2.206896552,2.344827586,22.79411765,0.027777778,9.965517241,0.110526316,1.342857143,0.825714286,0.75862069,2.482758621,0.721893491,0.39223301,0.062857143,0.882352941,1.970588235,0.088757396,0.198224852,34.55977
47.83014991,3.277440679,14.85090308,13.08636998,0.235566049,5.530681146,10.54926219,3.379860701,0.62476213,0.635004132,22,47,6.3,26.7,6.2,2.6,6.2,1.04,6.3,1.18,3.2,0.46,2.8,0.41,410,31,9,236,3.5,24,2,1.5,0.35,2,134,32,351,45,70,4.004622831,0.709677419,0.774193548,7.375,8.571428571,13.22580645,5.337552743,16.78571429,4.322580645,3.548387097,2.25,2.214285714,21.61290323,0.02195122,9.535714286,0.117142857,1.516129032,0.861290323,0.535714286,2.214285714,0.672364672,0.37961165,0.048387097,1.40625,2.1875,0.128205128,0.199430199,34.55977
