SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y ,Rb,Ba,Hf,Nb,Ta,Th,U ,Pb,Zr,Sc,V ,Ni,Cr,A,La/Y,Nb/Y,Ba/Sc,Nb/Yb,Sr/Y,(La/Yb)/n,Ce/Yb,Zr/Y,La/Sm,Dy/Yb,Sm/Yb,Zr/Sm,Rb/Sr,Nd/Yb,Lu/Hf,Ce/Y,Nd/Y,Th/Yb,Gd/Yb,Ba/V,A/CaO,Th/Y,Ni/Sc,Cr/Sc,Ni/V,Cr/V,Crustal_Thickness
50.78944022,3.324886338,13.99952142,13.06914823,0.216169081,5.085120281,9.089395159,2.964604537,1.008789044,0.452925693,25,61,7.47,33.1,7.68,2.44,7.83,1.256,7.14,1.37,3.71,0.531,3.23,0.462,358,38,17,556,5.59,26,1.62,2.36,0.67,3.12,209,30.3,381,17,43,3.973393581,0.657894737,0.684210526,18.34983498,8.049535604,9.421052632,5.25793262,18.88544892,5.5,3.255208333,2.210526316,2.377708978,27.21354167,0.047486034,10.24767802,0.082647585,1.605263158,0.871052632,0.730650155,2.424148607,1.459317585,0.437146093,0.062105263,0.561056106,1.419141914,0.044619423,0.112860892,40.67981
50.58180934,3.249498055,14.26509209,12.5598904,0.204370947,5.231896239,9.615653049,3.167749676,0.756172503,0.367867704,21,43,6.21,28.1,6.77,2.44,6.97,1.115,6.28,1.229,3.34,0.455,2.93,0.423,382,33,14,399,4.93,21,1.35,1.9,0.47,3,185,35.3,341,28,49,3.923922179,0.636363636,0.636363636,11.30311615,7.167235495,11.57575758,4.868881497,14.67576792,5.606060606,3.101920236,2.14334471,2.310580205,27.32644018,0.036649215,9.590443686,0.085801217,1.303030303,0.851515152,0.648464164,2.37883959,1.170087977,0.408076514,0.057575758,0.793201133,1.388101983,0.082111437,0.143695015,40.67981
50.61538369,3.237918329,14.37717195,12.60675152,0.193460529,5.152159354,9.540658724,3.125914865,0.743295717,0.407285324,21.3,44,6.42,28.8,6.72,2.39,7.09,1.108,6.21,1.207,3.22,0.452,2.87,0.413,387,31,10,372,5.03,21,1.37,1.84,0.39,2.83,184,34.7,367,28,48,3.869210582,0.687096774,0.677419355,10.7204611,7.317073171,12.48387097,5.041679531,15.33101045,5.935483871,3.169642857,2.163763066,2.341463415,27.38095238,0.025839793,10.03484321,0.082107356,1.419354839,0.929032258,0.641114983,2.470383275,1.013623978,0.405549626,0.059354839,0.806916427,1.383285303,0.076294278,0.130790191,40.67981
45.74542546,3.719628037,16.31836816,11.99880012,0.199980002,4.929507049,9.479052095,3.409659034,3.559644036,0.639936006,82,160,18,67,11,3,9,1,7,1,3,0.4,2,0.4,1071,30,93,1080,7,104,7,12,2,7,290,16,311,33,31,6.96930307,2.733333333,3.466666667,67.5,52,35.7,27.85232068,80,9.666666667,7.454545455,3.5,5.5,26.36363636,0.086834734,33.5,0.057142857,5.333333333,2.233333333,6,4.5,3.47266881,0.735232068,0.4,2.0625,1.9375,0.106109325,0.099678457,32.17729
45.92918584,3.76075215,16.38327666,11.73234647,0.200040008,4.660932186,9.671934386,3.410682136,3.600720144,0.650130026,85,164,19,68,12,3,9,1,7,1,3,0.4,2,0.4,1100,31,95,1104,7,106,7,12,2,7,297,16,311,27,25,7.01140228,2.741935484,3.419354839,69,53,35.48387097,28.87130802,82,9.580645161,7.083333333,3.5,6,24.75,0.086363636,34,0.057142857,5.290322581,2.193548387,6,4.5,3.549839228,0.72492244,0.387096774,1.6875,1.5625,0.08681672,0.080385852,32.17729
45.82916583,3.550710142,15.52310462,11.76235247,0.200040008,5.561112222,11.29225845,2.920584117,2.820564113,0.540108022,71,141,16,62,11,3,9,1,7,1,3,0.4,2,0.4,933,31,76,900,7,84,5,10,2,6,268,25,356,26,21,5.74114823,2.290322581,2.709677419,36,42,30.09677419,24.11603376,70.5,8.64516129,6.454545455,3.5,5.5,24.36363636,0.081457663,31,0.057142857,4.548387097,2,5,4.5,2.528089888,0.508414526,0.322580645,1.04,0.84,0.073033708,0.058988764,32.17729
45.94,3.55,15.54,11.63,0.2,5.55,11.3,2.93,2.82,0.54,71,140,16,61,11,3,9,1,7,1,3,0.4,2,0.4,938,31,76,900,7,84,5,10,2,7,268,26,353,25,20,5.75,2.290322581,2.709677419,34.61538462,42,30.25806452,24.11603376,70,8.64516129,6.454545455,3.5,5.5,24.36363636,0.081023454,30.5,0.057142857,4.516129032,1.967741935,5,4.5,2.549575071,0.508849558,0.322580645,0.961538462,0.769230769,0.07082153,0.056657224,32.17729
46.29537046,3.699630037,16.07839216,11.81881812,0.199980002,4.98950105,10.2589741,2.809719028,3.239676032,0.609939006,81,157,18,66,11,3,9,1,7,1,3,0.4,3,0.4,1026,31,87,1034,7,98,6,12,2,7,287,21,341,22,19,6.04939506,2.612903226,3.161290323,49.23809524,32.66666667,33.09677419,18.34177215,52.33333333,9.258064516,7.363636364,2.333333333,3.666666667,26.09090909,0.084795322,22,0.057142857,5.064516129,2.129032258,4,3,3.032258065,0.589668616,0.387096774,1.047619048,0.904761905,0.064516129,0.055718475,32.17729
46.80697572,3.336134338,14.96205703,14.19058102,0.222408956,6.368983737,10.51387791,2.729564459,0.394270422,0.475146406,16,40,5.9,27.3,6.8,2.5,7.3,1.14,6.7,1.33,3.5,0.49,3,0.44,429,36,4,189,4.4,21,1.3,0.8,0.19,1.5,178,35,368,99,155,3.123834881,0.444444444,0.583333333,5.4,7,11.91666667,3.623066104,13.33333333,4.944444444,2.352941176,2.233333333,2.266666667,26.17647059,0.009324009,9.1,0.1,1.111111111,0.758333333,0.266666667,2.433333333,0.513586957,0.297115385,0.022222222,2.828571429,4.428571429,0.269021739,0.421195652,28.99519
47.59162145,2.728182121,15.15656734,13.63787929,0.232400699,5.961583154,10.30646579,3.233401033,0.687097719,0.464801398,19,41,5.4,22.8,5.3,2.1,5.1,0.93,5.7,1.08,3,0.45,2.8,0.38,332,29,12,208,3.3,22,1.7,1.5,0.35,2.1,124,34,420,35,50,3.920498752,0.655172414,0.75862069,6.117647059,7.857142857,11.44827586,4.609704641,14.64285714,4.275862069,3.58490566,2.035714286,1.892857143,23.39622642,0.036144578,8.142857143,0.115151515,1.413793103,0.786206897,0.535714286,1.821428571,0.495238095,0.380392157,0.051724138,1.029411765,1.470588235,0.083333333,0.119047619,32.10157
47.84065764,2.713650749,14.97533191,13.74610842,0.221112283,5.929829414,10.35207508,3.216178665,0.613084058,0.391971775,18,41,5.5,24.1,5.7,2.1,6.3,0.98,5.9,1.19,3.2,0.46,2.8,0.42,361,32,12,215,3.5,23,1.5,1.8,0.42,1.5,135,36,378,33,24,3.829262723,0.5625,0.71875,5.972222222,8.214285714,11.28125,4.367088608,14.64285714,4.21875,3.157894737,2.107142857,2.035714286,23.68421053,0.033240997,8.607142857,0.12,1.28125,0.753125,0.642857143,2.25,0.568783069,0.369902913,0.05625,0.916666667,0.666666667,0.087301587,0.063492063,32.10157
49.18847103,3.4341027,14.44343195,13.90502524,0.272708156,4.545135927,8.686259771,3.838114783,0.989829602,0.696920842,28,62,8.7,37.9,9.1,3.1,9.6,1.5,9.1,1.85,4.9,0.72,4.4,0.64,378,47,21,325,5.9,40,2.5,2.7,0.69,2.5,234,31,321,10,17,4.827944385,0.595744681,0.85106383,10.48387097,9.090909091,8.042553191,4.322976601,14.09090909,4.978723404,3.076923077,2.068181818,2.068181818,25.71428571,0.055555556,8.613636364,0.108474576,1.319148936,0.806382979,0.613636364,2.181818182,1.012461059,0.555813954,0.057446809,0.322580645,0.548387097,0.031152648,0.052959502,32.10157
47.8511792,3.230459355,15.04182637,13.08045298,0.232189266,5.451400162,10.39804105,3.432363065,0.646091871,0.635996686,21,47,6.5,28.9,6.8,2.5,7.2,1.1,6.4,1.27,3.4,0.48,2.9,0.42,432,35,12,244,3.8,27,1.8,2.2,0.44,1.6,155,34,338,30,67,4.078454936,0.6,0.771428571,7.176470588,9.310344828,12.34285714,4.919249236,16.20689655,4.428571429,3.088235294,2.206896552,2.344827586,22.79411765,0.027777778,9.965517241,0.110526316,1.342857143,0.825714286,0.75862069,2.482758621,0.721893491,0.39223301,0.062857143,0.882352941,1.970588235,0.088757396,0.198224852,34.55977
47.83014991,3.277440679,14.85090308,13.08636998,0.235566049,5.530681146,10.54926219,3.379860701,0.62476213,0.635004132,22,47,6.3,26.7,6.2,2.6,6.2,1.04,6.3,1.18,3.2,0.46,2.8,0.41,410,31,9,236,3.5,24,2,1.5,0.35,2,134,32,351,45,70,4.004622831,0.709677419,0.774193548,7.375,8.571428571,13.22580645,5.337552743,16.78571429,4.322580645,3.548387097,2.25,2.214285714,21.61290323,0.02195122,9.535714286,0.117142857,1.516129032,0.861290323,0.535714286,2.214285714,0.672364672,0.37961165,0.048387097,1.40625,2.1875,0.128205128,0.199430199,34.55977
47.77538494,3.456091677,14.63756475,13.62820301,0.243959413,5.184137515,10.16497552,3.557741432,0.68105336,0.670888384,22,50,7.1,31.6,7.5,2.8,7.9,1.19,7,1.4,3.6,0.52,3.2,0.44,429,36,12,273,4.1,30,1.9,2,0.53,1.6,163,32,307,15,34,4.238794792,0.611111111,0.833333333,8.53125,9.375,11.91666667,4.67035865,15.625,4.527777778,2.933333333,2.1875,2.34375,21.73333333,0.027972028,9.875,0.107317073,1.388888889,0.877777778,0.625,2.46875,0.889250814,0.417,0.055555556,0.46875,1.0625,0.048859935,0.110749186,35.73019
46.40636267,3.773704217,14.48286483,14.22472307,0.265179215,5.609560323,9.995216575,3.365736194,0.805736846,1.070916062,27,61,8.7,39.4,9,3.2,9.2,1.36,7.9,1.53,4,0.55,3.4,0.48,501,39,11,328,4.3,32,2.2,2.1,0.33,2,160,33,331,16,27,4.17147304,0.692307692,0.820512821,9.939393939,9.411764706,12.84615385,5.394638868,17.94117647,4.102564103,3,2.323529412,2.647058824,17.77777778,0.021956088,11.58823529,0.111627907,1.564102564,1.01025641,0.617647059,2.705882353,0.990936556,0.417346939,0.053846154,0.484848485,0.818181818,0.048338369,0.081570997,35.73019
47.5232225,3.883618183,13.69486412,14.25379854,0.296381388,4.80342249,9.606844979,3.883618183,0.889144163,1.165085455,29,65,9.4,43.2,9.9,3.8,10,1.43,8.1,1.56,3.9,0.54,3.3,0.46,484,40,15,476,3.9,32,2.2,2.2,0.57,1.9,150,34,293,1,1,4.772762346,0.725,0.8,14,9.696969697,12.1,5.969824831,19.6969697,3.75,2.929292929,2.454545455,3,15.15151515,0.030991736,13.09090909,0.117948718,1.625,1.08,0.666666667,3.03030303,1.624573379,0.496808511,0.055,0.029411765,0.029411765,0.003412969,0.003412969,35.73019
47.80498664,3.975254753,13.76049722,14.12430438,0.295595866,4.688762016,9.377524032,3.873325144,0.917366481,1.182383465,30,69,9.8,44.9,10.2,3.9,10.3,1.47,8.3,1.61,4.1,0.56,3.3,0.48,483,42,15,486,4.1,34,2.3,2.3,0.6,2,158,34,299,1,1,4.790691625,0.714285714,0.80952381,14.29411765,10.3030303,11.5,6.175680859,20.90909091,3.761904762,2.941176471,2.515151515,3.090909091,15.49019608,0.031055901,13.60606061,0.117073171,1.642857143,1.069047619,0.696969697,3.121212121,1.62541806,0.510869565,0.054761905,0.029411765,0.029411765,0.003344482,0.003344482,35.73019
47.51839023,2.340306157,19.63822123,10.34592371,0.162803907,4.680612314,11.59977834,2.747315923,0.539287941,0.427360255,12,29,3.9,17.2,4,1.5,4.1,0.59,3.5,0.68,1.8,0.25,1.5,0.22,569,18,6,193,2.2,16,1,1.1,0.26,1.5,87,27,273,28,60,3.286603864,0.666666667,0.888888889,7.148148148,10.66666667,31.61111111,5.434599156,19.33333333,4.833333333,3,2.333333333,2.666666667,21.75,0.010544815,11.46666667,0.1,1.611111111,0.955555556,0.733333333,2.733333333,0.706959707,0.283333333,0.061111111,1.037037037,2.222222222,0.102564103,0.21978022,36.72735
49.09309439,3.368133295,14.90143821,13.22463857,0.244955149,4.592909038,8.777559496,3.980521167,1.204362815,0.612387872,25,56,7.5,32.1,7.2,2.4,7.2,1.06,6.3,1.23,3.3,0.46,2.9,0.41,463,33,19,325,4.3,32,2,2.6,0.64,2.8,177,30,312,2,2,5.184883982,0.757575758,0.96969697,10.83333333,11.03448276,14.03030303,5.856249091,19.31034483,5.363636364,3.472222222,2.172413793,2.482758621,24.58333333,0.041036717,11.06896552,0.095348837,1.696969697,0.972727273,0.896551724,2.482758621,1.041666667,0.590697674,0.078787879,0.066666667,0.066666667,0.006410256,0.006410256,37.55204
47.42876673,3.524430648,14.60121269,14.40668425,0.221535641,5.135598945,10.06980185,3.42373263,0.785444545,0.402792074,21,47,6.3,27.1,6,2.2,5.9,0.88,5.1,0.98,2.5,0.36,2.2,0.32,537,26,14,276,3.8,28,1.9,2.4,0.62,2.2,149,34,446,13,8,4.209177175,0.807692308,1.076923077,8.117647059,12.72727273,20.65384615,6.484464902,21.36363636,5.730769231,3.5,2.318181818,2.727272727,24.83333333,0.026070764,12.31818182,0.084210526,1.807692308,1.042307692,1.090909091,2.681818182,0.618834081,0.418,0.092307692,0.382352941,0.235294118,0.029147982,0.01793722,37.55204
47.17132626,3.81385191,13.95066883,14.44927978,0.270984215,5.018226198,9.936087871,3.613122862,0.802916192,0.973535882,28,63,8.4,36,8,3.4,7.3,1.23,7,1.27,3.4,0.47,2.8,0.4,465,32,12,416,3.5,25,2.1,1.7,0.42,2.1,126,36,410,3,5,4.416039054,0.875,0.78125,11.55555556,8.928571429,14.53125,6.793248945,22.5,3.9375,3.5,2.5,2.857142857,15.75,0.025806452,12.85714286,0.114285714,1.96875,1.125,0.607142857,2.607142857,1.014634146,0.444444444,0.053125,0.083333333,0.138888889,0.007317073,0.012195122,35.73019
48.48204447,3.628530372,13.61969383,13.99264984,0.243934815,4.878696299,9.686244943,3.872465187,0.843607902,0.752132346,24.3,53,6.88,31.9,7.21,2.67,7.44,1.14,6.63,1.27,3.49,0.47,2.94,0.42,469,38.7,13.8,350,3.97,28.9,1.99,1.99,0.56,2.65,149,42.2,488,14.6,16.9,4.716073089,0.627906977,0.746770026,8.293838863,9.829931973,12.11886305,5.61482821,18.02721088,3.850129199,3.370319001,2.255102041,2.452380952,20.66574202,0.029424307,10.85034014,0.105793451,1.369509044,0.824289406,0.676870748,2.530612245,0.717213115,0.486883526,0.051421189,0.345971564,0.400473934,0.029918033,0.034631148,35.6844
47.73616072,4.165512114,16.11475489,12.12897804,0.182431188,4.895236864,9.172234703,3.506732826,1.489854698,0.608103958,40.7,91.5,10.6,44.7,9.48,3.26,8.98,1.35,6.67,1.22,3.15,0.43,2.6,0.36,865,33.9,25,459,7.31,43.7,2.94,3.71,0.94,4.08,312,22.6,308,17.5,24.1,4.996587524,1.200589971,1.289085546,20.30973451,16.80769231,25.51622419,10.63404739,35.19230769,9.203539823,4.293248945,2.565384615,3.646153846,32.91139241,0.028901734,17.19230769,0.049247606,2.699115044,1.318584071,1.426923077,3.453846154,1.49025974,0.544751381,0.109439528,0.774336283,1.066371681,0.056818182,0.078246753,34.46594
47.7992165,2.993793815,15.42564949,12.87552577,0.202969072,6.149962887,10.01652371,3.31854433,0.781430928,0.436383505,19.5,46.4,5.57,24.7,5.62,2.25,5.68,0.92,4.97,0.97,2.63,0.38,2.32,0.34,545,27.5,10.4,393,3.76,24.3,1.62,1.37,0.34,2.27,156,30.4,353,50.9,59.7,4.099975258,0.709090909,0.883636364,12.92763158,10.47413793,19.81818182,5.709842863,20,5.672727273,3.46975089,2.142241379,2.422413793,27.75800712,0.019082569,10.64655172,0.090425532,1.687272727,0.898181818,0.590517241,2.448275862,1.113314448,0.409321175,0.049818182,1.674342105,1.963815789,0.144192635,0.169121813,36.55924
47.18080007,3.723731963,15.82839744,13.51201294,0.192781764,5.783452912,9.172353392,3.236704349,0.811712689,0.558052474,22.3,50.5,6.59,28.8,6.29,2.38,6.18,0.89,4.88,0.9,2.37,0.31,1.96,0.27,804,23.2,11,401,3.91,23,1.86,1.91,0.5,2.52,143,22.6,306,47.3,36,4.048417038,0.961206897,0.99137931,17.74336283,11.73469388,34.65517241,7.729053647,25.76530612,6.163793103,3.545310016,2.489795918,3.209183673,22.73449921,0.013681592,14.69387755,0.069053708,2.176724138,1.24137931,0.974489796,3.153061224,1.310457516,0.441371681,0.082327586,2.092920354,1.592920354,0.154575163,0.117647059,35.96376
48.45049072,1.332388495,22.20647492,8.15603852,0.131220079,4.047634746,12.11262268,2.937311,0.464317203,0.161501636,9.78,22.1,2.77,12.4,2.9,1.19,2.99,0.45,2.68,0.53,1.44,0.21,1.28,0.18,676,14.4,7.87,195,1.95,11.6,0.82,1.01,0.28,1.31,79,23,209,17,44.8,3.401628203,0.679166667,0.805555556,8.47826087,9.0625,46.94444444,5.190466772,17.265625,5.486111111,3.372413793,2.09375,2.265625,27.24137931,0.011642012,9.6875,0.092307692,1.534722222,0.861111111,0.7890625,2.3359375,0.933014354,0.280833333,0.070138889,0.739130435,1.947826087,0.081339713,0.214354067,36.24242
48.27230774,2.596157727,15.92174856,12.5013716,0.192683581,5.79064868,10.95254041,2.819265032,0.567909503,0.385367163,16.1,39.3,4.57,20.6,4.87,1.91,5,0.82,4.42,0.86,2.32,0.33,2,0.29,458,26.6,7.89,332,3.37,23.4,1.36,1.26,0.3,1.62,156,34.6,353,144,269,3.387174535,0.605263158,0.879699248,9.595375723,11.7,17.21804511,5.468565401,19.65,5.864661654,3.305954825,2.21,2.435,32.03285421,0.017227074,10.3,0.086053412,1.477443609,0.77443609,0.63,2.5,0.940509915,0.309259259,0.047368421,4.161849711,7.774566474,0.407932011,0.76203966,32.38209
48.61379781,2.380050518,16.20459927,11.84697997,0.192429616,6.046341103,10.93810451,2.926955743,0.496265853,0.354475609,16.8,40.8,4.75,21.1,5.04,1.94,5.25,0.89,4.94,0.98,2.69,0.39,2.4,0.35,360,26.9,10.8,220,3.84,24,1.67,1.77,0.43,1.85,161,31,305,70.5,134,3.423221596,0.624535316,0.892193309,7.096774194,10,13.38289963,4.755274262,17,5.985130112,3.333333333,2.058333333,2.1,31.94444444,0.03,8.791666667,0.091145833,1.516728625,0.784386617,0.7375,2.1875,0.721311475,0.312962963,0.065799257,2.274193548,4.322580645,0.231147541,0.439344262,31.7692
48.02747395,3.718649348,14.03129713,14.48122525,0.254006103,4.572109854,9.509988495,3.820251789,0.975383435,0.609614647,22.57,51.61,6.49,28.49,6.82,2.56,7.08,1.07,6.3,1.19,3.35,0.45,2.83,0.41,460.8,36.57,17.03,355.5,3.9,29.09,1.97,1.88,0.52,2.2,156,42.23,365.3,15.03,18.34,4.795635224,0.617172546,0.79546076,8.418186124,10.27915194,12.60049221,5.417796067,18.23674912,4.265791632,3.309384164,2.22614841,2.409893993,22.87390029,0.036957465,10.06713781,0.105128205,1.411266065,0.779053869,0.664310954,2.501766784,0.973172735,0.504273504,0.051408258,0.355908122,0.434288421,0.041144265,0.050205311,35.78648
48.72231891,3.729111792,14.03243429,14.37268373,0.254026689,4.440386521,9.195766136,3.952655278,0.87385181,0.426764837,21.34,45.71,6.24,27.71,6.44,2.36,6.8,1.02,6,1.14,3.11,0.43,2.8,0.4,424.5,29.33,9.09,368,4.31,27.49,2.19,1.95,0.52,3.13,153,32.78,207.8,12.07,12.05,4.826507088,0.72758268,0.937265598,11.22635754,9.817857143,14.47323559,5.17742616,16.325,5.216501875,3.313664596,2.142857143,2.3,23.75776398,0.021413428,9.896428571,0.092807425,1.558472554,0.944766451,0.696428571,2.428571429,1.77093359,0.524861879,0.066484828,0.368212325,0.367602196,0.058084697,0.05798845,35.73004
48.5689139,3.718874998,14.00166597,14.35410559,0.254021516,4.470778686,9.337830937,3.840805325,0.883994877,0.569008196,23.71,52.91,6.81,30.47,7.05,2.58,7.23,1.14,6.65,1.31,3.55,0.51,3.15,0.43,457.9,36.49,12.82,357.3,4.3,29.13,2.24,2.33,0.62,2.84,154,39.87,362.1,14.24,14.75,4.724800202,0.649767059,0.798300904,8.961625282,9.247619048,12.54864346,5.113267698,16.7968254,4.220334338,3.363120567,2.111111111,2.238095238,21.84397163,0.027997379,9.673015873,0.1,1.449986298,0.835023294,0.73968254,2.295238095,0.986743993,0.505984766,0.06385311,0.357160773,0.369952345,0.039326153,0.040734604,35.73004
